ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Hour,Weather_Condition_Encoded
A-1789649,Source2,2,2019-10-31 06:50:45,2019-10-31 08:19:38,34.460869,-82.689148,,,0.0,Accident on Masters Blvd at US-29 .,Masters Blvd,Anderson,Anderson,SC,29626-6131,US,US/Eastern,KAND,2019-10-31 06:56:00,73.0,73.0,90.0,29.08,10.0,S,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,6.0,1
A-1820451,Source2,2,2019-11-14 05:38:47,2019-11-14 07:24:42,31.990829,-81.226837,,,0.0,Accident on GA-204 Abercorn St Eastbound at Grove Point Rd.,Sweetwater Station Dr,Savannah,Chatham,GA,31419,US,US/Eastern,KSVN,2019-11-14 05:41:00,39.0,32.0,65.0,30.18,10.0,N,10.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day,5.0,22
A-1821469,Source2,2,2019-11-14 11:01:09,2019-11-14 11:30:48,38.765926,-111.349495,,,0.0,Accident on UT-72 Eastbound at I-70 Exit 91.,I-70 E,Richfield,Sevier,UT,84701,US,US/Mountain,KU24,2019-11-14 10:55:00,52.0,52.0,30.0,25.39,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,5
A-1837103,Source2,2,2019-11-21 11:00:13,2019-11-21 12:00:01,36.69545,-119.762718,,,0.0,Accident on CA-99 Southbound at Exit 130 Jensen Ave.,CA-99 S,Fresno,Fresno,CA,93725,US,US/Pacific,KFAT,2019-11-21 10:53:00,63.0,63.0,46.0,29.53,10.0,SE,14.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,22
A-1840197,Source2,2,2019-11-22 07:59:16,2019-11-22 08:29:04,33.97385,-118.269569,,,0.0,Accident on San Pedro St near 73rd St.,E 73rd St,Los Angeles,Los Angeles,CA,90003,US,US/Pacific,KHHR,2019-11-22 07:53:00,58.0,58.0,67.0,30.08,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-1845481,Source2,2,2019-11-26 04:06:53,2019-11-26 04:36:36,34.087421,-80.95961,,,0.0,Accident on SC-277 Northbound at Parklane Rd.,Parklane Rd,Columbia,Richland,SC,29223-5622,US,US/Eastern,KCUB,2019-11-26 03:53:00,38.0,38.0,89.0,29.77,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,4.0,5
A-1856521,Source2,2,2019-10-01 15:49:47,2019-10-01 17:07:50,34.985298,-82.018799,,,0.0,Accident on International Dr at Bibendum Rd.,International Dr,Spartanburg,Spartanburg,SC,29303-6745,US,US/Eastern,KSPA,2019-10-01 15:55:00,90.0,90.0,46.0,29.21,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,5
A-1858263,Source2,3,2019-10-02 20:30:07,2019-10-02 21:13:19,40.259224,-74.51326800000002,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exit 8 NJ-133.,New Jersey Tpke S,Hightstown,Mercer,NJ,08520,US,US/Eastern,KTTN,2019-10-02 20:53:00,73.0,73.0,90.0,29.64,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,20.0,1
A-1877055,Source2,2,2019-09-24 07:09:28,2019-09-24 08:08:58,30.368731,-97.742455,,,0.0,Accident on TX-1-LOOP Mopac Expy Southbound at Steck Ave.,Mopac Expy S,Austin,Travis,TX,78759,US,US/Central,KATT,2019-09-24 06:51:00,79.0,79.0,84.0,29.27,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,7.0,22
A-1880953,Source2,3,2019-09-26 11:25:22,2019-09-26 12:09:37,37.256386,-80.17562099999998,,,0.0,Right hand shoulder closed due to accident on I-81 Southbound at Exit 132 Dow Hollow Rd.,I-81 N,Salem,Roanoke County,VA,24153,US,US/Eastern,KROA,2019-09-26 11:54:00,86.0,86.0,40.0,28.66,10.0,SW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,5
A-1887402,Source2,3,2019-08-31 23:14:57,2019-08-31 23:44:40,34.065132,-117.999397,,,0.0,Accident on I-10 Westbound at I-605.,I-10 E,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2019-08-31 22:53:00,73.0,73.0,66.0,29.76,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,23.0,5
A-1888669,Source2,2,2019-09-02 11:22:01,2019-09-02 12:21:53,33.669399,-112.108582,,,0.0,Accident on 23rd Ave at Beardsley Rd.,W Beardsley Rd,Phoenix,Maricopa,AZ,85027-3429,US,US/Mountain,KDVT,2019-09-02 10:53:00,90.0,90.0,40.0,28.36,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11.0,22
A-1919005,Source2,3,2019-08-17 18:58:54,2019-08-17 19:59:18,37.318916,-121.940453,,,0.0,Middle lane blocked due to accident on I-280 Northbound near Exit 1C CA-17 Exit 27A.,I-880 S,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2019-08-17 18:53:00,73.0,73.0,57.0,29.72,10.0,N,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,5
A-1921635,Source2,3,2019-08-19 17:25:19,2019-08-19 18:54:55,35.106194,-106.691177,,,0.0,Three right lane blocked due to accident on I-40 Eastbound at Exit 155 NM-448 Coors Blvd.,Coronado Fwy E,Albuquerque,Bernalillo,NM,87104,US,US/Mountain,KABQ,2019-08-19 17:52:00,94.0,94.0,13.0,24.7,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,5
A-1931192,Source2,2,2019-08-23 07:29:27,2019-08-23 08:29:13,37.8274,-122.369957,,,0.0,Accident on Avenue I at 11th St.,11th St,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2019-08-23 07:53:00,64.0,64.0,84.0,29.79,7.0,NW,8.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,5
A-1939223,Source3,3,2019-08-28 10:10:05,2019-08-28 11:09:52,34.247787,-118.42585,,,0.0,HOV lane blocked due to accident on I-5 Southbound at Exit 155A Terra Bella St.,Golden State Fwy S,Pacoima,Los Angeles,CA,91331,US,US/Pacific,KWHP,2019-08-28 09:55:00,73.0,73.0,73.0,28.94,5.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,5
A-1943218,Source2,2,2019-08-30 11:32:11,2019-08-30 12:48:38,35.47097,-97.545494,,,0.0,Accident on 3rd St at Virginia Ave.,N Virginia Ave,Oklahoma City,Oklahoma,OK,73106-2823,US,US/Central,KOKC,2019-08-30 11:32:00,67.0,67.0,97.0,28.75,6.0,SE,17.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,11.0,23
A-1948461,Source2,2,2019-07-02 18:11:49,2019-07-02 18:41:32,34.221809,-119.101532,,,0.0,Accident on US-101 Northbound at Exit 57 Central Ave.,US-101 N,Camarillo,Ventura,CA,93010,US,US/Pacific,KCMA,2019-07-02 17:55:00,73.0,73.0,49.0,29.77,10.0,SW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,18.0,5
A-1957756,Source2,2,2019-07-09 08:14:57,2019-07-09 09:29:06,27.337851,-82.463768,,,0.0,Lane blocked due to accident on FL-780 Fruitville Rd Westbound at Honore Ave.,N Honore Ave,Sarasota,Sarasota,FL,34232,US,US/Eastern,KSRQ,2019-07-09 08:25:00,81.0,81.0,79.0,29.92,10.0,S,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,8.0,18
A-1959564,Source2,2,2019-07-10 17:52:07,2019-07-10 19:09:28,39.628288,-84.22605899999998,,,0.0,Accident on OH-741 Springboro Pike at Lyons Rd.,Springboro Pike,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,2019-07-10 17:53:00,91.0,91.0,47.0,28.94,10.0,SSW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17.0,5
A-1960990,Source2,2,2019-07-10 06:26:53,2019-07-10 08:26:29,38.538769,-121.370956,,,0.0,#1 lane blocked due to recovery work and accident on CA-16 Jackson Rd Eastbound at Watt Ave.,S Watt Ave,Sacramento,Sacramento,CA,95826,US,US/Pacific,KMHR,2019-07-10 06:45:00,63.0,63.0,88.0,29.94,10.0,SSE,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,6.0,1
A-1961287,Source2,3,2019-07-11 10:42:48,2019-07-11 12:41:27,42.38488,-83.149467,,,0.6000000238418579,Entry ramp to I-96 Westbound from Davison Westbound lane blocked due to accident.,Edward J Jeffries Fwy,Detroit,Wayne,MI,48238,US,US/Eastern,KDET,2019-07-11 10:53:00,83.0,83.0,47.0,29.16,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,5
A-1973538,Source2,2,2019-07-17 00:23:49,2019-07-17 02:10:06,34.016869,-117.339943,,,0.0,Right hand shoulder blocked due to accident on Iowa Ave at Church St.,Iowa Ave,Riverside,Riverside,CA,92507-1020,US,US/Pacific,KRAL,2019-07-17 00:53:00,67.0,67.0,79.0,29.0,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,0.0,5
A-1982740,Source2,2,2019-07-23 17:10:20,2019-07-23 17:55:06,34.893051,-82.431931,,,0.0,Accident on Jerusalem Cir at Old Buncombe Rd.,Old Buncombe Rd,Greenville,Greenville,SC,29617-3005,US,US/Eastern,KGMU,2019-07-23 16:53:00,77.0,77.0,66.0,28.77,10.0,N,18.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,5
A-2000998,Source2,2,2019-08-02 17:37:41,2019-08-02 18:37:26,35.24992,-80.790199,,,0.0,Accident on Davidson St at Sugar Creek Rd.,N Davidson St,Charlotte,Mecklenburg,NC,28205-1306,US,US/Eastern,KCLT,2019-08-02 17:43:00,75.0,75.0,79.0,29.26,6.0,SSE,22.0,0.0,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,17.0,24
A-2017859,Source2,2,2019-08-12 19:24:51,2019-08-12 20:09:39,33.584839,-78.991692,,,0.0,Accident on Waccamaw Dr at Rainbow Dr.,Rainbow Dr,Murrells Inlet,Horry,SC,29576-8703,US,US/Eastern,KMYR,2019-08-12 18:56:00,84.0,84.0,74.0,29.9,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,19.0,5
A-2019124,Source2,3,2019-08-13 10:59:25,2019-08-13 11:29:00,42.343224,-83.114807,,,0.0,Right lane closed due to accident on I-94 Eastbound at Exit 212B 30th St.,Edsel Ford Fwy E,Detroit,Wayne,MI,48210,US,US/Eastern,KDET,2019-08-13 10:53:00,75.0,75.0,57.0,29.14,10.0,NNE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,1
A-2030533,Source2,3,2019-06-03 16:26:19,2019-06-03 17:40:53,45.068718,-93.263428,,,0.0,Accident on I-694 Westbound at Exit 37 MN-47 University Ave.,University Ave NE,Minneapolis,Anoka,MN,55421,US,US/Central,KMIC,2019-06-03 16:53:00,82.0,82.0,30.0,28.96,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,16.0,5
A-2031240,Source2,2,2019-06-03 09:49:30,2019-06-03 11:07:00,31.893391,-106.411469,,,0.0,Accident on Saluki Dr at Taj Mahal St.,Saluki Dr,El Paso,El Paso,TX,79924-4819,US,US/Mountain,KBIF,2019-06-03 09:51:00,78.0,78.0,43.0,25.95,10.0,SSE,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,9.0,5
A-2034972,Source2,2,2019-06-05 17:29:16,2019-06-05 18:14:05,32.834648,-96.770119,,,0.0,Accident on Greenville Ave at Anita St.,Anita St,Dallas,Dallas,TX,75206-5307,US,US/Central,KDAL,2019-06-05 17:53:00,80.0,80.0,74.0,29.28,10.0,SE,7.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,17.0,18
A-2041114,Source2,3,2019-06-08 11:10:06,2019-06-08 11:53:55,33.98774,-118.398956,,,0.0,HOV lane blocked due to accident on I-405 Northbound at Exits 50A 50B Jefferson Blvd.,Jefferson Blvd,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2019-06-08 10:51:00,67.0,67.0,76.0,29.74,10.0,S,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,11.0,22
A-2045615,Source2,2,2019-06-11 07:53:34,2019-06-11 08:53:18,36.15792800000001,-86.80032299999998,,,0.0,Accident on US-70 Charlotte Ave Westbound at Dr Db Todd Jr Blvd.,Charlotte Ave,Nashville,Davidson,TN,37203-2907,US,US/Central,KBNA,2019-06-11 07:53:00,66.0,66.0,52.0,29.59,10.0,NE,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,18
A-2080269,Source2,2,2019-05-31 06:59:55,2019-05-31 08:00:33,42.543919,-70.942459,,,0.0,Accident on MA-114 Andover St at Cross St.,Andover St,Peabody,Essex,MA,01960-1630,US,US/Eastern,KBVY,2019-05-31 06:53:00,61.0,61.0,87.0,29.53,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,6.0,5
A-2084041,Source2,3,2019-05-04 10:50:59,2019-05-04 12:05:31,34.070129,-117.86458600000002,,,0.0,#1 lane blocked due to accident on I-10 Westbound at Exit 38B Holt Ave.,I-10 E,West Covina,Los Angeles,CA,91791,US,US/Pacific,KPOC,2019-05-04 10:47:00,64.0,64.0,68.0,28.87,6.0,W,7.0,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,8
A-2089722,Source2,2,2019-05-08 05:34:43,2019-05-08 07:23:35,39.838558,-86.250877,,,1.4500000476837158,Restrictions due to accident on 46th St both ways between Golden Meadow Dr and Dakota St.,N Dakota St,Indianapolis,Marion,IN,46254,US,US/Eastern,KEYE,2019-05-08 05:53:00,51.0,51.0,71.0,29.23,10.0,ENE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5.0,5
A-2105637,Source2,2,2019-05-16 14:32:26,2019-05-16 15:02:13,34.976440000000004,-81.004288,,,0.0,Accident on Mt Gallant Rd at SC-161 Celanese Rd.,Celanese Rd,Rock Hill,York,SC,29732-1303,US,US/Eastern,KUZA,2019-05-16 14:54:00,78.0,78.0,48.0,29.28,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,14.0,5
A-2108936,Source2,2,2019-05-17 04:06:48,2019-05-17 08:52:09,29.785391,-95.64502,,,0.0,Left and 2 center lane blocked due to accident on Tx-6 Northbound at I-10.,Katy Fwy,Houston,Harris,TX,77079,US,US/Central,KSGR,2019-05-17 03:53:00,67.0,67.0,97.0,29.81,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,4.0,5
A-2112889,Source2,2,2019-05-20 15:23:50,2019-05-20 16:09:32,30.28756,-97.707031,,,0.0,Accident on 38th St Northbound at TX-111-LOOP Airport Blvd.,Airport Blvd,Austin,Travis,TX,78722-1336,US,US/Central,KATT,2019-05-20 15:51:00,89.0,89.0,53.0,29.02,10.0,SSE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,22
A-2115413,Source2,2,2019-05-21 10:09:07,2019-05-21 11:40:48,32.824211,-96.852203,,,0.0,Accident on Harry Hines Blvd near Hawes Ave.,Hawes Ave,Dallas,Dallas,TX,75235-4653,US,US/Central,KDAL,2019-05-21 10:12:00,70.0,70.0,76.0,29.13,10.0,SW,8.0,0.0,Thunder,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,10.0,31
A-2117111,Source2,2,2019-05-22 12:43:38,2019-05-22 14:02:11,28.35083,-82.699242,,,0.0,Lane blocked due to accident on US-19 Southbound at Sanderling Ln.,US Highway 19,Hudson,Pasco,FL,34667-1653,US,US/Eastern,KBKV,2019-05-22 12:53:00,89.0,89.0,52.0,29.93,10.0,ENE,5.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,12.0,22
A-2124015,Source2,3,2019-05-26 21:53:54,2019-05-26 22:53:22,37.885895,-79.285103,,,7.1500000953674325,One lane blocked due to accident on I-64 Westbound from Raphine Rd to Sterrett Rd.,I-64 W,Fairfield,Rockbridge,VA,24435,US,US/Eastern,KHSP,2019-05-26 21:50:00,72.0,72.0,76.0,26.24,10.0,W,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,21.0,18
A-2138945,Source2,2,2019-05-02 07:17:15,2019-05-02 08:16:54,32.907974,-96.730339,,,0.0,Accident on Forest Ln at I-635 Exit 17.,I-635 E,Dallas,Dallas,TX,75243,US,US/Central,KADS,2019-05-02 06:47:00,61.0,61.0,88.0,29.27,13.0,NNW,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,7.0,1
A-2140603,Source2,3,2019-05-03 08:00:17,2019-05-03 10:04:39,25.812416,-80.207138,,,0.0,Accident on I-95 Express Ln Southbound after I-95.,NW 7th Ave,Miami,Miami-Dade,FL,33127,US,US/Eastern,KMIA,2019-05-03 07:53:00,78.0,78.0,87.0,30.02,10.0,ESE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,22
A-2144081,Source2,2,2019-04-02 07:51:57,2019-04-02 08:36:44,33.500381,-112.134232,,,0.0,Accident on 35th Ave at Turney Ave.,N 35th Ave,Phoenix,Maricopa,AZ,85017-3803,US,US/Mountain,KPHX,2019-04-02 07:51:00,59.0,59.0,36.0,28.7,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,7.0,18
A-2147569,Source2,2,2019-04-04 16:30:44,2019-04-04 17:30:32,35.85052899999999,-78.614479,,,0.0,Accident on Falls Of Neuse Rd at Millbrook Rd.,E Millbrook Rd,Raleigh,Wake,NC,27609-5474,US,US/Eastern,KRDU,2019-04-04 16:51:00,73.0,73.0,27.0,29.81,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,18
A-2151880,Source2,2,2019-04-05 15:42:36,2019-04-05 16:27:22,34.148327,-118.372154,,,0.0,#3 lane blocked due to accident on US-101 Northbound at Exits 12B 12C Vineland Ave.,CA-170 N,North Hollywood,Los Angeles,CA,91602,US,US/Pacific,KBUR,2019-04-05 15:53:00,62.0,62.0,58.0,29.16,10.0,SSW,12.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,1
A-2161868,Source2,3,2019-04-11 05:47:56,2019-04-11 08:32:59,44.859447,-93.10141,,,2.049999952316284,Accident on I-494 Eastbound between Exit 69 MN-149 Dodd Rd and Delaware Ave.,I-494 E,Inver Grove Heights,Dakota,MN,55077,US,US/Central,KSGS,2019-04-11 05:55:00,28.0,18.0,92.0,28.98,2.0,ENE,12.0,0.01,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,5.0,7
A-2186937,Source2,2,2019-04-24 16:50:27,2019-04-24 18:22:05,33.969372,-118.06002,,,0.0,Accident on Washington Blvd at Sorensen Ave.,Sorensen Ave,Santa Fe Springs,Los Angeles,CA,90670,US,US/Pacific,KFUL,2019-04-24 16:53:00,73.0,73.0,48.0,29.82,10.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,16.0,5
A-2201093,Source2,2,2019-03-05 17:17:24,2019-03-05 17:47:12,40.000355,-82.976173,,,0.0,Accident on 17th Ave Eastbound at Ontario St.,E 17th Ave,Columbus,Franklin,OH,43211-2475,US,US/Eastern,KCMH,2019-03-05 16:51:00,19.0,5.6,65.0,30.17,8.0,West,13.8,0.0,Light Snow,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,17.0,17
A-2207408,Source2,2,2019-03-07 16:21:39,2019-03-07 16:51:23,29.770571,-95.351273,,,0.0,Accident on Hardy St at Providence St.,Providence St,Houston,Harris,TX,77020-6108,US,US/Central,KMCJ,2019-03-07 16:15:00,68.0,,100.0,30.05,8.0,Variable,4.6,,Overcast,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,16.0,21
A-2214366,Source2,2,2019-03-12 07:02:19,2019-03-12 08:01:21,26.539949,-81.846947,,,0.0,Accident on Plantation Rd near International Center Blvd.,International Center Blvd,Fort Myers,Lee,FL,33912,US,US/Eastern,KRSW,2019-03-12 06:53:00,68.0,,93.0,30.12,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,7.0,0
A-2233563,Source2,3,2019-03-22 08:10:52,2019-03-22 09:11:56,28.534895,-81.383278,,,0.0,Center lane blocked due to accident on I-4 Eastbound at Exits 81A 81Bc 82A FL-408-TOLL East-West Expy.,I-4 E,Orlando,Orange,FL,32801,US,US/Eastern,KORL,2019-03-22 07:53:00,54.0,,66.0,30.07,10.0,WNW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,0
A-2256635,Source2,2,2019-01-31 14:36:43,2019-01-31 15:21:18,39.559521,-119.793648,,,1.0299999713897705,Accident on exit ramp from US-395 Southbound to Clear Acre Ln.,Martin Luther King Jr Memorial Fwy,Reno,Washoe,NV,89512,US,US/Pacific,KRNO,2019-01-31 14:55:00,59.0,,41.0,29.86,10.0,NNW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,14.0,22
A-2257344,Source2,2,2019-02-01 06:27:04,2019-02-01 06:56:53,40.722496,-73.777245,,,0.0,Accident on Grand Central Pkwy Service Rd Westbound at Exit 19 188th St.,Grand Central Pkwy W,Hollis,Queens,NY,11423,US,US/Eastern,KJFK,2019-02-01 06:51:00,10.9,-2.6,39.0,30.46,10.0,NNW,10.4,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,6.0,25
A-2264631,Source2,2,2019-02-05 08:23:10,2019-02-05 09:22:50,35.050812,-81.979607,,,0.0,Accident on Mcmillin Blvd between Tyler Oaks Dr and Cycle Dr.,McMillin Blvd,Boiling Springs,Spartanburg,SC,29316-5730,US,US/Eastern,KSPA,2019-02-05 08:15:00,48.2,,87.0,30.07,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,0
A-2288147,Source2,3,2019-02-15 15:21:18,2019-02-15 16:06:01,38.484722,-90.3564,,,0.0,2 right lane blocked due to accident on I-55 Northbound after Exit 195 Butler Hill Rd.,I-55 S,Saint Louis,St. Louis County,MO,63128,US,US/Central,KCPS,2019-02-15 15:42:00,21.9,15.7,85.0,30.01,0.8,NNE,4.6,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,15.0,17
A-2336567,Source2,3,2019-01-15 08:26:46,2019-01-15 09:16:13,42.640915,-83.23865500000002,,,0.0,Right hand shoulder blocked due to accident on I-75 Northbound at Exits 77A 77B M-59.,Chrysler Expy S,Auburn Hills,Oakland,MI,48326,US,US/Eastern,KPTK,2019-01-15 08:53:00,26.1,18.4,92.0,30.17,3.0,Variable,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,8.0,21
